(z)-2-Butenoic Acid (isocrotonic Acid)	C4H6O2	169	15
.alpha.-d-Glucopyranose, Pentaacetate	C16H22O11		113.3
.alpha.-d-Glucopyranoside, Methyl	C7H14O6		168
.beta.,.beta.-Carotene	C40H56		183
.beta.-d-Glucopyranose, 4-o-.beta.-d-Galactopyra	C12H22O11		254
1&#x27;,3&#x27;,3&#x27;-Trimethyl-6-Nitroindolene-2-Spiro-2-Ben	C19H18N2O3		179-180
1(2h)-Isoquinolinone	C9H7NO		212.5
1(2h)-Naphthalenone, 3,4-Dihydro-6-Methoxy-	C11H12O2		78
1(2h)-Pyrimidinecarboxamide, 5-Fluoro-3,4-Dichlo	C11H8FN3O3		223
1(2h)-Pyrimidinecarboxamide, 5-Fluoro-3,4-Dihydr	C6H6FN3O3		226.5
1(2h)-Pyrimidinecarboxamide, N-Butyl-5-Fluoro-3,	C9H12FN3O3		136
1(2h)-Quinolinecarboxylic Acid, 2-Ethoxy-, Ethyl	C14H17NO3		56.5
1(3cl2ohpr)-2-Me-5-No2 Imidazole	C7H10ClN3O3		77-78
1(3h)-Isobenzofuranone, 3,3-Bis(4-Hydroxyphenyl)	C20H10Br4O4		278.5
1(3h)-Isobenzofuranone, 3,3-Diphenyl-	C20H14O2		120
1(3h)-Isobenzofuranone, 6-Nitro-	C8H5NO4		145.0
1(4-No2 Ph)-2-Isopropylamino-Ethanol	C11H16N2O3		98
1(trans), 2(cis), 3-Trimethylcyclopentane	C8H16	117.5	-112
1,1&#x27;,1&#x27;&#x27;-Ethylidynetrisbenzene	C20H18		95
1,1&#x27;-(1,2-Ethenediyl)bisbenzene (cis)	C14H12	141	-5
1,1&#x27;-(1-Methyl-1,2-Ethylidene)bisbenzene	C15H14	285.5	82
1,1&#x27;-Azobis(cyclohexanecarbonitrile)	C14H20N4		116
1,1&#x27;-Bicyclohexyl -2-One	C12H20O	264	-32
1,1&#x27;-Bicyclopentyl -2-Ol	C10H18O	235.5	20
1,1&#x27;-Bicyclopentyl -2-One	C10H16O	232.5	-13
1,1&#x27;-Binaphthalene	C20H14		160
1,1&#x27;-Biphenyl -2,2&#x27;-Dicarboxylic Acid	C14H10O4		233.5
1,1&#x27;-Biphenyl -3,3&#x27;,5,5&#x27;-Tetrol	C12H10O4		310
1,1&#x27;-Biphenyl -4,4&#x27;-Diamine, N,n&#x27;-Diphenyl-	C24H20N2		247
1,1&#x27;-Biphenyl -4,4&#x27;-Disulfonic Acid	C12H10O6S2		72.5
1,1&#x27;-Biphenyl -4-Carboxylic Acid	C13H10O2		228
1,1&#x27;-Biphenyl, 2,2&#x27;,3,3&#x27;,5,5&#x27;,6,6&#x27;-Octafluoro-	C12H2F8		85
1,1&#x27;-Biphenyl, 2,2&#x27;-Dimethoxy-	C14H14O2	307.5	155
1,1&#x27;-Biphenyl, 2,2&#x27;-Dimethyl-	C14H14	256	19.5
1,1&#x27;-Biphenyl, 2,3&#x27;-Dimethyl-	C14H14	270	
1,1&#x27;-Biphenyl, 2-Ethyl-	C14H14	266	-6
1,1&#x27;-Biphenyl, 2-Fluoro-	C12H9F	248	73.5
1,1&#x27;-Biphenyl, 2-Iodo-	C12H9I	189-192	
1,1&#x27;-Biphenyl, 2-Methoxy-	C13H12O	274	29
1,1&#x27;-Biphenyl, 3,3&#x27;-Dimethoxy-	C14H14O2	328	36
1,1&#x27;-Biphenyl, 3,4&#x27;-Dimethyl-	C14H14	289	14.5
1,1&#x27;-Biphenyl, 3-Ethoxy-	C14H14O	305	35
1,1&#x27;-Biphenyl, 3-Iodo-	C12H9I		26.5
1,1&#x27;-Biphenyl, 4,4&#x27;-Diisocyanato-3,3&#x27;-Dimethyl-	C16H12N2O2	165	71
1,1&#x27;-Biphenyl, 4-Iodo-	C12H9I	320	113.5
1,1&#x27;-Biphenyl, Octabromo-	C12H2Br8		225
1,1&#x27;-Oxybis[2,3,3,3-Tetrachloropropane]	C6H6Cl8O	147	-50
1,1&#x27;-Oxydi-2-Propanol	C6H14O3	232.8	
1,1&#x27;-Sulfonylbisethene	C4H6O2S	234.5	-26
1,1&#x27;-Thiobisethene	C4H6S	84	20
1,1&#x27;:2&#x27;,1&#x27;&#x27;:2&#x27;&#x27;,1&#x27;&#x27;&#x27;-Quaterphenyl	C24H18	420	118.5
1,1&#x27;:4&#x27;,1&#x27;&#x27;-Terphenyl	C18H14	376	210.1
1,1&#x27;:4&#x27;,1&#x27;&#x27;:4&#x27;&#x27;,1&#x27;&#x27;&#x27;-Quaterphenyl	C24H18		320
1,1,-Diphenylheptane	C19H24	333.5	14
1,1,1,2,2,3,3-Heptachloropropane	C3HCl7	247.5	29.4
1,1,1,2,2,3,3-Heptafluoro-3-Methoxypropane	C4H3F7O	34	-122.5
1,1,1,2,2,3,3-Heptafluoro-7,7-Dimethyl-4,6-Octa*	C10H11F7O2	46-47	38
1,1,1,2,2,3-Hexachloropropane	C3H2Cl6	216	26
1,1,1,2,2-Pentafluoroethane	C2HF5	-48.5	-103
1,1,1,2,2-Pentafluoropropane	C3H3F5	-17.4	
1,1,1,2,3,3-Hexafluoro-4-Methoxybutane	C5H6F6O	87.5	
1,1,1,2,3-Pentachloropropane	C3H3Cl5	179.5	
1,1,1,2-Tetrachloro-2,2-Difluoroethane	C2Cl4F2	92.8	41.0
1,1,1,2-Tetrachloroethane	C2H2Cl4	130.2	-70.2
1,1,1,2-Tetrafluoroethane	C2H2F4	-26	-101
1,1,1,3,3,3-Hexachloropropane	C3H2Cl6	206	-27
1,1,1,3,3,3-Hexadeutero-2-Propanone	C3H6O	55.5	-98.3
1,1,1,3,3,3-Hexafluoropropan-2-Ol	C3H2F6O	59	-4
1,1,1,3-Tetrachloroacetone	C3H2Cl4O	183	65
1,1,1,3-Tetrafluoropropane	C3H4F4	29.4	
1,1,1-Trichloro-2,2,2-Trifluoroethane	C2Cl3F3	45.5	14.2
1,1,1-Trichloro-2,2,3,3,3-Pentafluoropropane	C3Cl3F5	74	-80
1,1,1-Trichloro-2,2-Difluoropropane	C3H3Cl3F2	73	
1,1,1-Trichloro-2,3-Epoxypropane	C3H3Cl3O	149	
1,1,1-Trichloro-2-Propanol	C3H5Cl3O	163	50.5
1,1,1-Trichloroacetone	C3H3Cl3O	149	
1,1,1-Trichloroethane	C2H3Cl3	74.0	-30.41
1,1,1-Trichloropropane	C3H5Cl3	108	
1,1,1-Trifluoro-2,2-Dichloroethane	C2HCl2F3	27.82	-107
1,1,1-Trifluoro-2-Bromoethane	C2H2BrF3	26	-93.9
1,1,1-Trifluoro-2-Chloroethane	C2H2ClF3	6.1	-105.5
1,1,1-Trifluoro-2-Iodoethane	C2H2F3I	54.5	
1,1,1-Trifluoro-2-Propanol	C3H5F3O	75.5	
1,1,1-Trifluoroacetone	C3H3F3O	22	
1,1,1-Trifluoroethane	C2H3F3	-47.5	-111.3
1,1,1-Trimethoxyethane	C5H12O3	108	
1,1,1-Trinitroethane	C2H3N3O6	68	57
1,1,1-Tris(hydroxymethyl)propane	C6H14O3	289	58
1,1,2,2,-Tetrachlorodifluoroethane	C2Cl4F2	93	26
1,1,2,2,3,3-Hexachloropropane	C3H2Cl6	218.5	
1,1,2,2,3,4,4-Heptachlorobutane	C4H3Cl7	137.5	
1,1,2,2-Tetrabromoethane	C2H2Br4	243.5	
1,1,2,2-Tetrachloroethane	C2H2Cl4	146.5	-43.8
1,1,2,2-Tetrafluoro-1,2-Diiodoethane	C2F4I2	112	
1,1,2,2-Tetrafluoro-1-Fluoromethoxyethane	C3H3F5O	53.6	
1,1,2,2-Tetrafluoroethane	C2H2F4	-19.9	-89
1,1,2,3,3-Pentachloropropane	C3H3Cl5	199	-10
1,1,2,3,4-Pentachlorobutane	C4H5Cl5	95.5	
1,1,2,3-Tetrachloropropane	C3H4Cl4	179.5	
1,1,2,3-Tetrachloropropene	C3H2Cl4	167	
1,1,2-Trichloro-1-Fluoroethane	C2H2Cl3F	88	-140
1,1,2-Trichloro-3,3,3-Trifluoro-1-Propene	C3Cl3F3	88.1	114.6
1,1,2-Trichloroethane	C2H3Cl3	113.8	-36.6
1,1,2-Trichloropropane	C3H5Cl3	132.0	
1,1,2-Trichloropropene	C3H3Cl3	118	
1,1,2-Trichlorotrifluoroethane	C2Cl3F3	47.7	-36.22
1,1,2-Trifluoroethane	C2H3F3	5	-84
1,1,3,3-Tetramethyl-1,3-Diphenyldisiloxane	C16H22OSi2	315	
1,1,3-Trichloro-Butane	C4H7Cl3	152	
1,1,3-Trichloroacetone	C3H3Cl3O	172	
1,1,3-Trichloropropane	C3H5Cl3	145.5	-59
1,1,3-Trichloropropene	C3H3Cl3	131.5	
1,1,3-Trimethoxy-Butane	C7H16O3	157	
1,1,3-Trimethoxypropane	C6H14O3	45-46	
1,1,3-Trimethylcyclohexane	C9H18	136.6	-65.7
1,1,3-Trimethylcyclopentane	C8H16	104.9	-142.4
1,1-Cyclobutanedicarboxylic Acid, Diethyl Ester	C10H16O4	224	
1,1-Di-p-Tolylethane	C16H18	297.5	
1,1-Dibromoethane	C2H4Br2	108	-63
1,1-Dibromoethene	C2H2Br2	92	
1,1-Dibromopropane	C3H6Br2	133.5	
1,1-Dichloro-1,2,2,2-Tetrafluoroethane	C2Cl2F4	3.4	-56.6
1,1-Dichloro-1,3-Butadiene	C4H4Cl2	42-43	
1,1-Dichloro-1-Nitroethane	C2H3Cl2NO2	123.5	
1,1-Dichloro-1-Nitropropane	C3H5Cl2NO2	145	
1,1-Dichloro-2,2-Bis(ethylphenyl)ethane	C18H20Cl2		56
1,1-Dichloro-2,2-Diethoxyethane	C6H12Cl2O2	183.5	
1,1-Dichloro-2,2-Difluoroethylene	C2Cl2F2	19	-116
1,1-Dichloro-2-Methylpropane	C4H8Cl2	105.5	
1,1-Dichlorobutane	C4H8Cl2	113.8	
1,1-Dichloroethane	C2H4Cl2	57.4	-96.9
1,1-Dichloroethene	C2H2Cl2	31.7	-122.5
1,1-Dichlorofluoroethane	C2H3Cl2F	32	-103.5
1,1-Dichloropropane	C3H6Cl2	88.1	
1,1-Dichloropropanone	C3H4Cl2O	120	
1,1-Dichloropropene	C3H4Cl2	76.5	
1,1-Diethoxy-But-2-Ene	C8H16O2	147.5	
1,1-Diethoxyethane	C6H14O2	102.2	-100
1,1-Difluoro-1,2,2-Trichloroethane	C2HCl3F2	71.9	
1,1-Difluoroethane	C2H4F2	-24.7	-117
1,1-Difluoroethene	C2H2F2	-85.7	-144
1,1-Diiodoethane	C2H4I2	179.5	
1,1-Dimethoxyethane	C4H10O2	64.5	-113.2
1,1-Dimethyl Cyclohexane	C8H16	119.6	-33.3
1,1-Dimethylcyclopentane	C7H14	87.5	-69.8
1,1-Dimethylhydrazine	C2H8N2	63.9	-58
1,1-Dimethylurea	C3H8N2O		180
1,1-Dinitrocyclohexane	C6H10N2O4	142.5	36
1,1-Dinitroethane	C2H4N2O4	185.5	
1,1-Diphenylethane	C14H14	272.6	-17.9
1,1-Diphenylethylene	C14H12	277	8.2
1,1-Diphenylpropane	C15H16	281.6	13.3
1,1-Ethanediol, Diacetate	C6H10O4	169	18.9
1,10-Decanediol	C10H22O2		74
1,10-Diaminodecane	C10H24N2	140	62-63
1,10-Phenanthroline, 2,9-Dimethyl-	C14H12N2		159.5
1,10-Phenanthroline, 3,4,7,8-Tetramethyl-	C16H16N2		278.5
1,10-Undecadiyne	C11H16		-17
1,11-Dibromo-Undecane	C11H22Br2		166
1,11-Dodecadiene	C12H22	208.5	
1,12-Dodecanedicarboxylic Acid	C14H26O4		127.0
1,12-Dodecanediol	C12H26O2		81.3
1,14-Tetradecanediol	C14H30O2		85.8
1,2(h)-Phthalazinone	C8H6N2O		188
1,2,2,3-Tetrabromopropane	C3H4Br4		10.5
1,2,2,3-Tetrachloro-1,1,3,3-Tetrafluoropropane	C3Cl4F4	112	-42.9
1,2,2-Trichloropropane	C3H5Cl3	124	
1,2,3,3-Tetrachlorobutane	C4H6Cl4	90	
1,2,3,4,5,6,7,8-Octahydro-Anthracene	C14H18	294	78
1,2,3,4,5,6-Hexachloro-3-Hexene	C6H6Cl6	112	58.5
1,2,3,4,6,7,8,9-Octachlorodibenzo-p-Dioxin	C12Cl8O2	510	330
1,2,3,4,6,7,8-Heptachlorodibenzo-p-Dioxin	C12HCl7O2		264
1,2,3,4,7,8-Hexachlorodibenzo-p-Dioxin	C12H2Cl6O2		273
1,2,3,4,7-Pentachlorodibenzo-P-Dioxin	C12H3Cl5O2		195
1,2,3,4-Dibenzanthracene	C22H14	524	206
1,2,3,4-Tetrachloro-5,5-Dimethoxy-1,3-Cyclopenta	C7H6Cl4O2	109	
1,2,3,4-Tetrachlorobenzene	C6H2Cl4	254	47.5
1,2,3,4-Tetrachlorobuta-1,3-Diene	C4H2Cl4	188	-4
1,2,3,4-Tetrachlorodibenzo-p-Dioxin	C12H4Cl4O2		188
1,2,3,4-Tetrachloronaphthalene	C10H4Cl4		198
1,2,3,4-Tetrafluorobenzene	C6H2F4	94.3	-42
1,2,3,4-Tetrahydro-1,2,3,4-D4-Naphthalene-D8	C10D12	102-104	
1,2,3,4-Tetrahydro-6,7-Dimethoxy-8-Isoquinolinol	C11H15NO3		187.5
1,2,3,4-Tetrahydro-Naphthalene-2-Carboxylic Acid	C11H12O2		97.7
1,2,3,4-Tetrahydronaphthalene Hydroperoxide	C10H12O2	122.5	56
1,2,3,4-Tetrahydroquinoline	C9H11N	251	20
1,2,3,4-Tetraiodobenzene	C6H2I4		136
1,2,3,4-Tetramethylbenzene	C10H14	205	-6.2
1,2,3,5,6-Pentathiepane	C2H4S5		60.5
1,2,3,5-Tetrabromobenzene	C6H2Br4	329	99.5
1,2,3,5-Tetrachlorobenzene	C6H2Cl4		54.5
1,2,3,5-Tetrachloronaphthalene	C10H4Cl4		141
1,2,3,5-Tetrafluorobenzene	C6H2F4	84.4	-48
1,2,3,5-Tetraiodobenzene	C6H2I4		148
1,2,3,5-Tetramethylbenzene	C10H14	198	-23.7
1,2,3,6,7,8-Hexachlorodibenzo-p-Dioxin	C12H2Cl6O2		285
1,2,3,6,7,8-Hexahydropyrene	C16H16		133.0
1,2,3,6-Tetrahydrophthalimide	C8H9NO2	337	132-140
1,2,3,7,8,9-Hexachlorodibenzo-p-Dioxin	C12H2Cl6O2		243
1,2,3,7,8-Pentachlorodibenzo-P-Dioxin	C12H3Cl5O2		240
1,2,3,7-Tetrachlorodibenzodioxin	C12H4Cl4O2		172
1,2,3-Benzotriazin-4(1h)-One	C7H5N3O		217
1,2,3-Propanetricarboxylic Acid	C6H8O6		166
1,2,3-Propanetricarboxylic Acid, 2-Hydroxy-, Tri	C9H14O7	285	79.3
1,2,3-Propanetriol Trinitrate	C3H5N3O9	250	13.5
1,2,3-Propanetriol, 1,3-Dinitrate	C3H6N2O7	148	26
1,2,3-Propanetriol, Diacetate	C7H12O5	259	
1,2,3-Propanetriol, Tribenzoate	C24H20O6		76
1,2,3-Triaminobenzene	C6H9N3	336	103
1,2,3-Tribromobenzene	C6H3Br3		87.5
1,2,3-Trichloro-2-Methyl-Propane	C4H7Cl3	162.5	
1,2,3-Trichloro-4-Methoxybenzene	C7H5Cl3O		69-70
1,2,3-Trichloro-5-Methyl-Benzene	C7H5Cl3	246	45.5
1,2,3-Trichloro-5-Nitro-Benzene	C6H2Cl3NO2		72.5
1,2,3-Trichlorobenzene	C6H3Cl3	218.5	53.5
1,2,3-Trichlorobuta-1,3-Diene	C4H3Cl3	33-34	
1,2,3-Trichlorobutane	C4H7Cl3	168	
1,2,3-Trichloropropane	C3H5Cl3	157	-14.7
1,2,3-Trichloropropene	C3H3Cl3	142	
1,2,3-Trihydroxybenzene	C6H6O3	309	133
1,2,3-Trihydroxybutane	C4H10O3	170	
1,2,3-Trimethylbenzene	C9H12	176.1	-25.4
1,2,4,5-Benzenetetracarboxylic Acid, Tetramethyl	C14H14O8		144
1,2,4,5-Tetrabromobenzene	C6H2Br4	3.1	182
1,2,4,5-Tetrachlorobenzene	C6H2Cl4	244.5	139.5
1,2,4,5-Tetrafluorobenzene	C6H2F4	90.2	4.5
1,2,4,5-Tetraiodobenzene	C6H2I4		254
1,2,4,5-Tetramethyl-3,6-Dinitro-Benzene	C10H12N2O4		211.5
1,2,4,5-Tetramethylbenzene	C10H14	196.8	79.3
1,2,4,6,7,9-Hexabromo-3,8-Dichlorodibenzo-p-Dio*	C12Br6Cl2O2		385
1,2,4,6,7,9-Hexachlorodibenzo-p-Dioxin	C12H2Cl6O2		238
1,2,4,7,8-Pentachlorodibenzo-P-Dioxin	C12H3Cl5O2		206
1,2,4,7,8-Pentachlorodibenzofuran	C12H3Cl5O		237
1,2,4-Benzenetriamine	C6H9N3	340	97.3
1,2,4-Benzenetriol, Triacetate	C12H12O6	300	99
1,2,4-Benzotriazine	C7H5N3	237.5	75.8
1,2,4-Butanetriol	C4H10O3	312	
1,2,4-Oxadiazole, 3,5-Diphenyl-	C14H10N2O	290	109
1,2,4-Triazine-3,5(2h,4h)-Dione	C3H3N3O2		274.5
1,2,4-Triazole,1-(3,4-Dichlorobenzyl)-	C9H7Cl2N3	164	46.5
1,2,4-Triazole,1-(4-Butylbenzyl)-	C13H17N3	140	37.5
1,2,4-Triazole,1-(4-Chlorobenzyl)-	C9H8ClN3	146	67
1,2,4-Triazole,1-(4-Fluorobenzyl)-	C9H8FN3		64
1,2,4-Triazole,1-(4-Meo-Benzyl)-	C10H11N3O		41.5
1,2,4-Tribromobenzene	C6H3Br3	275	44.5
1,2,4-Trichloro-2-Butene	C4H5Cl3	67-69	
1,2,4-Trichloro-5-Dichloromethyl-Benzene	C7H3Cl5	280.5	
1,2,4-Trichlorobenzene	C6H3Cl3	213.5	17
1,2,4-Trichlorobutane	C4H7Cl3	61-63	
1,2,4-Trichlorodibenzo-p-Dioxin	C12H5Cl3O2		128
1,2,4-Trifluoro-5-Nitrobenzene	C6H2F3NO2	194.5	-11
1,2,4-Trihydroxybenzene (pyrogallol)	C6H6O3		140.5
1,2,4-Trimethylbenzene	C9H12	169.3	-43.8
1,2,4-Trimethylcyclopentane	C8H16	116.8	-132.3
1,2,4-Trimethylnaphthalene	C13H14		55.5
1,2,5,6-Dibenzofluorene	C21H14		174.5
1,2,5,6-Tetrahydroxy-9,10-Anthracenedione	C14H8O6		340
1,2,5-Trimethylnaphthalene	C13H14		33.5
1,2,5-Trimethylpyrrole	C7H11N	171	
1,2,6-Hexanetriol	C6H14O3	170	
1,2,6-Trimethylnaphthalene	C13H14		14
1,2-(di-(a-Pyridyl)ethylene	C12H10N2	150-160	118-119
1,2-Acenaphthylenedione	C12H6O2		261
1,2-Benzenediacetic Acid	C10H10O4		150-152
1,2-Benzenediamine	C6H8N2	257	102.5
1,2-Benzenediamine, 4-Ethoxy-	C8H12N2O	295	71.5
1,2-Benzenediamine, N,n,n&#x27;,n&#x27;-Tetramethyl-	C10H16N2	215.5	8.9
1,2-Benzenediamine, N,n-Dimethyl-	C8H12N2	218	
1,2-Benzenediamine, N-Phenyl-	C12H12N2	313	79.5
1,2-Benzenedicarbonitrile, 3,4,5,6-Tetrachloro-	C8Cl4N2		249-252 de
1,2-Benzenedicarboxamide	C8H8N2O2		222
1,2-Benzenedicarboxamide, N,n,n&#x27;,n&#x27;-Tetraethyl-	C16H24N2O2		36
1,2-Benzenedicarboxylic Acid, Bis(2-Ethoxyethyl)	C16H22O6	345	34
1,2-Benzenedicarboxylic Acid, Decyl Hexyl Ester	C24H38O4		-4
1,2-Benzenediol, 3-(1-Methylethyl)- (9ci)	C9H12O2		47
1,2-Benzenediol, 3-Methoxy-	C7H8O3		42.8
1,2-Benzenediol, 3-Methyl-	C7H8O2	241	68
1,2-Benzenediol, 3-Pentadecyl-	C21H36O2		59.5
1,2-Benzenediol, 4,4&#x27;-(2,3-Dimethyl-1,4-Butanedi	C18H22O4		185.5
1,2-Benzenediol, 4-(1,1-Dimethylethyl)-	C10H14O2	285	54.3
1,2-Benzenediol, 4-(2-Aminoethyl)-, Hydrobromide	C8H11NO2		218-220
1,2-Benzenediol, 4-Methyl-	C7H8O2	251	65
1,2-Benzenediol, Diacetate	C10H10O4		64.5
1,2-Benzenedithiol, 4-Methyl-	C7H8S2		29
1,2-Benzisothiazole	C7H5NS	220	38
1,2-Benzisoxazole	C7H5NO	100	
1,2-Benzopyran	C9H8O	132	
1,2-Bis(2,4,6-Tribromophenoxy)ethane	C14H8Br6O2		222
1,2-Bis(2-Chloroethoxy)ethane	C6H12Cl2O2	232	-31.5
1,2-Butadiene	C4H6	10.9	-136.2
1,2-Butanediol	C4H10O2	194	
1,2-Butyleneoxide	C4H8O	63.3	-150
1,2-Cyclobutanedicarboxylic Acid, (e)-	C6H8O4		131
1,2-Cycloheptanedione	C7H10O2		-40
1,2-Cyclohexanediamine	C6H14N2	92-93	
1,2-Cyclohexanediol-Trans	C6H12O2		101-104
1,2-Cyclohexanedione	C6H8O2	194	40
1,2-Cyclohexanedione, Dioxime	C6H10N2O2		192
1,2-Diaminoethane	C2H8N2	117	11.1
1,2-Diaminonaphthalene	C10H10N2		98.5
1,2-Diaminopropane	C3H10N2	119.5	
1,2-Dibenzoyl-1-Tert-Butylhydrazine	C18H20N2O2		178.5
1,2-Dibromo-1,1,2,2-Tetrachloroethane	C2Br2Cl4		202.5
1,2-Dibromo-1,1-Difluoroethane	C2H2Br2F2	92.5	-61.3
1,2-Dibromo-1-Chloro-1,2,2-Trifluoroethane	C2Br2ClF3	93	50
1,2-Dibromo-2-Methylpropane	C4H8Br2	150	10.5
1,2-Dibromo-3,4,5,6-Tetrafluorobenzene	C6Br2F4	198	12
1,2-Dibromo-3-Chloropropane	C3H5Br2Cl	196	6
1,2-Dibromobutane	C4H8Br2	166.3	-65.4
1,2-Dibromodecane	C10H20Br2	161	28
1,2-Dibromoethane	C2H4Br2	131.6	9.9
1,2-Dibromopropane	C3H6Br2	141.9	-55.49
1,2-Dibromotetrafluoroethane	C2Br2F4	47.3	-110.4
1,2-Dibutoxyethane	C10H22O2	203.3	-69.1
1,2-Dichloro-1,1-Difluoroethane	C2H2Cl2F2	46.8	-101.2
1,2-Dichloro-1,2,2-Trifluoro Iodoethane	C2Cl2F3I	99	
1,2-Dichloro-1,2,2-Trifluoroethane	C2HCl3F2	72.5	
1,2-Dichloro-1,2,3,3,4,4-Hexafluorocyclobutane	C4Cl2F6	59.5	-24.2
1,2-Dichloro-1,2-Difluoroethane	C2H2Cl2F2	46.8	-101.2
1,2-Dichloro-1,2-Difluoroethylene	C2Cl2F2	21.1	-130.5
1,2-Dichloro-1,2-Diphenylethene (trans)	C14H10Cl2	183	143.5
1,2-Dichloro-2-Methylpropane	C4H8Cl2	106.5	
1,2-Dichloro-4-Isocyanatobenzene	C7H3Cl2NO	113	43
1,2-Dichloro-But-2-Ene	C4H6Cl2	130.5	
1,2-Dichlorobenzene	C6H4Cl2	180	-16.7
1,2-Dichlorobutane	C4H8Cl2	124.1	
1,2-Dichlorocyclohexane -Trans	C6H10Cl2	193.5	
1,2-Dichloroethane	C2H4Cl2	83.5	-35.5
1,2-Dichloroethene (cis)	C2H2Cl2	60.1	-80
1,2-Dichloroethene (trans)	C2H2Cl2	48.7	-49.8
1,2-Dichloroethylene	C2H2Cl2	55	-57
1,2-Dichlorohexane	C6H12Cl2	173	
1,2-Dichloronaphthalene	C10H6Cl2	296.5	36
1,2-Dichloropropane	C3H6Cl2	95.5	-100
1,2-Dichlorotetrafluoroethane	C2Cl2F4	3.8	-94
1,2-Dicl-3,3,4,4,5,5,6,6-Octafluoro-Cyclohexane	C6Cl2F8	113	-70
1,2-Dicyanobenzene	C8H4N2		140
1,2-Diethoxyethane	C6H14O2	119.4	-74
1,2-Difluorobenzene	C6H4F2	94	-34
1,2-Difluoroethane	C2H4F2	26	
1,2-Dihydro-2,2,4-Trimethylquinoline	C12H15N	260	26.5
1,2-Dihydronaphthalene	C10H10	206.5	-8
1,2-Dihydroxy-4-Nitrobenzene	C6H5NO4		174-176
1,2-Diiodobenzene	C6H4I2	287	27
1,2-Diiodoethene (cis)	C2H2I2	72.5	-14
